Iteration,Algorithm,Resolution,GPU Time (ms),CPU Time (ms),PSNR (dB),SSIM
1333,DCT (Optimized),FHD,0.323999,0.378656,42.1908,24.4812,0.260606
1333,DCT (Optimized),FHD,0.324999,0.378432,39.8827,24.4561,0.259517
1333,DCT (Optimized),FHD,0.325999,0.381152,40.262,24.431,0.258437
1334,DCT (Optimized),FHD,0.326999,0.3792,41.6526,24.406,0.25736
1334,DCT (Optimized),FHD,0.327999,0.379072,41.1156,24.381,0.256285
1334,DCT (Optimized),FHD,0.328999,0.37904,40.646,24.3562,0.255223
1334,DCT (Optimized),FHD,0.329999,0.377952,40.8968,24.3314,0.254164
1335,DCT (Optimized),FHD,0.330999,0.378176,40.1108,24.3067,0.253116
1335,DCT (Optimized),FHD,0.331999,0.376544,38.7944,24.2821,0.252066
1335,DCT (Optimized),FHD,0.332999,0.378752,44.2576,24.2576,0.251025
1335,DCT (Optimized),FHD,0.333999,0.380928,43.6703,24.2331,0.249989
1336,DCT (Optimized),FHD,0.334999,0.382272,46.3048,24.2087,0.248958
1336,DCT (Optimized),FHD,0.335999,0.376928,50.7504,24.1844,0.247937
1336,DCT (Optimized),FHD,0.336999,0.377248,39.7835,24.1602,0.246922
1336,DCT (Optimized),FHD,0.337999,0.380544,39.5394,24.1361,0.245912
1337,DCT (Optimized),FHD,0.338999,0.378496,40.6347,24.112,0.244909
1337,DCT (Optimized),FHD,0.339999,0.376224,41.2825,24.088,0.243906
1337,DCT (Optimized),FHD,0.340999,0.382848,39.2701,24.0641,0.242916
1337,DCT (Optimized),FHD,0.341999,0.37808,39.9519,24.0402,0.241927
1338,DCT (Optimized),FHD,0.342999,0.382976,42.7626,24.0167,0.240949
1338,DCT (Optimized),FHD,0.343999,0.37888,40.9376,23.9929,0.239971
1338,DCT (Optimized),FHD,0.344999,0.376832,40.3243,23.9693,0.239
1338,DCT (Optimized),FHD,0.345999,0.376416,42.3824,23.9456,0.238026
1339,DCT (Optimized),FHD,0.346999,0.380928,39.163,23.9222,0.23707
1339,DCT (Optimized),FHD,0.347999,0.377088,42.1364,23.8989,0.23612
1339,DCT (Optimized),FHD,0.348999,0.37888,39.9079,23.8756,0.235171
1339,DCT (Optimized),FHD,0.349999,0.378848,38.7196,23.8524,0.234226
1340,DCT (Optimized),FHD,0.350999,0.37808,40.2095,23.8292,0.233288
1340,DCT (Optimized),FHD,0.351999,0.37824,40.8618,23.806,0.232355
1340,DCT (Optimized),FHD,0.352999,0.375648,40.3087,23.7831,0.231426
1340,DCT (Optimized),FHD,0.353999,0.380864,41.0741,23.7601,0.230503
1341,DCT (Optimized),FHD,0.354999,0.380928,40,23.7372,0.229586
1341,DCT (Optimized),FHD,0.355999,0.378304,39.8037,23.7144,0.228675
1341,DCT (Optimized),FHD,0.356999,0.38192,41.7974,23.6916,0.227769
1341,DCT (Optimized),FHD,0.357999,0.379264,40.9689,23.669,0.226869
1342,DCT (Optimized),FHD,0.358999,0.37888,49.533,23.6465,0.225974
1342,DCT (Optimized),FHD,0.359999,0.37888,40.1234,23.6239,0.225081
1342,DCT (Optimized),FHD,0.360999,0.37888,41.5222,23.6013,0.224188
1342,DCT (Optimized),FHD,0.361999,0.381952,40.8674,23.5788,0.223302
1343,DCT (Optimized),FHD,0.362999,0.376544,40.4686,23.5565,0.222425
1343,DCT (Optimized),FHD,0.363999,0.381088,40.9188,23.5342,0.221554
1343,DCT (Optimized),FHD,0.364999,0.376736,39.7063,23.5121,0.22069
1343,DCT (Optimized),FHD,0.365999,0.377376,40.4938,23.49,0.21983
1344,DCT (Optimized),FHD,0.366999,0.378912,42.9395,23.4679,0.218972
1344,DCT (Optimized),FHD,0.367999,0.397504,51.226,23.4459,0.218121
1344,DCT (Optimized),FHD,0.368999,0.382112,46.98,23.424,0.217271
1344,DCT (Optimized),FHD,0.369999,0.381184,38.775,23.4022,0.216432
1345,DCT (Optimized),FHD,0.370999,0.378592,39.2546,23.3803,0.215595
1345,DCT (Optimized),FHD,0.371999,0.380928,40.9781,23.3585,0.21476
1345,DCT (Optimized),FHD,0.372999,0.37664,47.9409,23.3368,0.213933
1345,DCT (Optimized),FHD,0.373999,0.37888,40.988,23.3151,0.213106
1346,DCT (Optimized),FHD,0.374999,0.377728,43.1612,23.2936,0.212287
1346,DCT (Optimized),FHD,0.375999,0.38064,39.4476,23.2722,0.211473
1346,DCT (Optimized),FHD,0.376999,0.378848,39.1789,23.2507,0.210663
1346,DCT (Optimized),FHD,0.377999,0.37728,39.6769,23.2293,0.209858
1347,DCT (Optimized),FHD,0.378999,0.385024,41.4157,23.208,0.209055
1347,DCT (Optimized),FHD,0.379999,0.381952,44.2794,23.1868,0.208258
1347,DCT (Optimized),FHD,0.380999,0.380928,40.9195,23.1656,0.207462
1347,DCT (Optimized),FHD,0.381999,0.382624,38.9627,23.1444,0.206671
1348,DCT (Optimized),FHD,0.382999,0.376832,40.2457,23.1234,0.205889
1348,DCT (Optimized),FHD,0.383999,0.938528,43.5503,23.1023,0.205107
1348,DCT (Optimized),FHD,0.384999,0.378368,42.6483,23.0814,0.204332
1348,DCT (Optimized),FHD,0.385999,0.3784,40.3679,23.0605,0.203562
1349,DCT (Optimized),FHD,0.386999,0.375776,39.4441,23.0396,0.202789
1349,DCT (Optimized),FHD,0.387999,0.382976,40.0559,23.0189,0.202027
1349,DCT (Optimized),FHD,0.388999,0.378688,42.5497,22.9983,0.20127
1349,DCT (Optimized),FHD,0.389999,0.380224,41.224,22.9776,0.200514
1350,DCT (Optimized),FHD,0.390999,0.379328,38.9105,22.9569,0.199764
1350,DCT (Optimized),FHD,0.391998,0.376832,39.9018,22.9363,0.199018
1350,DCT (Optimized),FHD,0.392998,0.382944,38.7289,22.916,0.198277
1350,DCT (Optimized),FHD,0.393998,0.37888,40.6877,22.8955,0.197539
1351,DCT (Optimized),FHD,0.394998,0.377248,40.5615,22.8751,0.196803
1351,DCT (Optimized),FHD,0.395998,0.380928,40.5481,22.8549,0.196074
1351,DCT (Optimized),FHD,0.396998,0.376768,41.719,22.8347,0.195349
1351,DCT (Optimized),FHD,0.397998,0.37888,39.3084,22.8143,0.194622
1352,DCT (Optimized),FHD,0.398998,0.37888,40.5587,22.7942,0.193901
1352,DCT (Optimized),FHD,0.399998,0.37808,40.9087,22.7741,0.193185
1352,DCT (Optimized),FHD,0.400998,0.37728,40.1919,22.754,0.192474
1352,DCT (Optimized),FHD,0.401998,0.377152,42.9726,22.7341,0.19177
1353,DCT (Optimized),FHD,0.402998,0.378272,40.4321,22.7142,0.191064
1353,DCT (Optimized),FHD,0.403998,0.37888,41.4856,22.6943,0.190362
1353,DCT (Optimized),FHD,0.404998,0.376832,47.9278,22.6744,0.189667
1353,DCT (Optimized),FHD,0.405998,0.382976,42.9822,22.6547,0.188973
1354,DCT (Optimized),FHD,0.406998,0.37888,40.6641,22.635,0.188283
1354,DCT (Optimized),FHD,0.407998,0.379968,40.28,22.6153,0.1876
1354,DCT (Optimized),FHD,0.408998,0.376448,42.6901,22.5957,0.186919
1354,DCT (Optimized),FHD,0.409998,0.379296,40.8527,22.5761,0.186243
1355,DCT (Optimized),FHD,0.410998,0.376992,40.6497,22.5567,0.185572
1355,DCT (Optimized),FHD,0.411998,0.38688,38.8626,22.5373,0.184902
1355,DCT (Optimized),FHD,0.412998,0.380032,40.4941,22.5179,0.184236
1355,DCT (Optimized),FHD,0.413998,0.375744,41.5627,22.4985,0.183572
1356,DCT (Optimized),FHD,0.414998,0.377408,41.1117,22.4792,0.18291
1356,DCT (Optimized),FHD,0.415998,0.381152,45.2895,22.46,0.182253
1356,DCT (Optimized),FHD,0.416998,0.380736,39.222,22.4408,0.181597
1356,DCT (Optimized),FHD,0.417998,0.377664,40.296,22.4216,0.180945
1357,DCT (Optimized),FHD,0.418998,0.379424,40.1469,22.4025,0.180298
1357,DCT (Optimized),FHD,0.419998,0.378656,39.681,22.3835,0.179654
1357,DCT (Optimized),FHD,0.420998,0.377312,42.6656,22.3645,0.179014
1357,DCT (Optimized),FHD,0.421998,0.376832,39.478,22.3456,0.178381
1358,DCT (Optimized),FHD,0.422998,0.380768,42.3512,22.3267,0.177747
1358,DCT (Optimized),FHD,0.423998,0.381312,40.8255,22.3078,0.177116
1358,DCT (Optimized),FHD,0.424998,0.38064,39.1305,22.2889,0.176485
1358,DCT (Optimized),FHD,0.425998,0.380896,40.6254,22.2702,0.175866
1359,DCT (Optimized),FHD,0.426998,0.37904,41.9049,22.2515,0.175242
1359,DCT (Optimized),FHD,0.427998,0.379744,41.3276,22.2329,0.174625
1359,DCT (Optimized),FHD,0.428998,0.380192,39.8016,22.2143,0.174013
1359,DCT (Optimized),FHD,0.429998,0.37888,40.0668,22.1957,0.173401
1360,DCT (Optimized),FHD,0.430998,0.377568,38.8304,22.1772,0.172792
1360,DCT (Optimized),FHD,0.431998,0.381152,41.6535,22.1587,0.172186
1360,DCT (Optimized),FHD,0.432998,0.377024,42.9206,22.1404,0.171586
1360,DCT (Optimized),FHD,0.433998,0.37888,43.8506,22.122,0.170988
1361,DCT (Optimized),FHD,0.434998,0.379168,40.0414,22.1037,0.170395
1361,DCT (Optimized),FHD,0.435998,0.380576,39.8691,22.0853,0.169802
1361,DCT (Optimized),FHD,0.436998,0.37888,39.5768,22.0671,0.169212
1361,DCT (Optimized),FHD,0.437998,0.379008,39.8944,22.0489,0.168626
1362,DCT (Optimized),FHD,0.438998,0.382336,40.9096,22.0308,0.168043
1362,DCT (Optimized),FHD,0.439998,0.37888,41.0316,22.0127,0.167463
1362,DCT (Optimized),FHD,0.440998,0.377664,40.7219,21.9947,0.166886
1362,DCT (Optimized),FHD,0.441998,0.377248,40.957,21.9767,0.166312
1363,DCT (Optimized),FHD,0.442998,0.378976,40.5279,21.9586,0.165738
1363,DCT (Optimized),FHD,0.443998,0.378752,39.7105,21.9407,0.165171
1363,DCT (Optimized),FHD,0.444998,0.380928,40.6411,21.9229,0.164605
1363,DCT (Optimized),FHD,0.445998,0.376064,42.3889,21.9051,0.164043
1364,DCT (Optimized),FHD,0.446998,0.378816,41.0488,21.8873,0.163483
1364,DCT (Optimized),FHD,0.447998,0.381472,43.7731,21.8696,0.162929
1364,DCT (Optimized),FHD,0.448998,0.379264,40.4332,21.8519,0.162376
1364,DCT (Optimized),FHD,0.449998,0.378048,41.8087,21.8343,0.161826
1365,DCT (Optimized),FHD,0.450998,0.393216,49.8796,21.8167,0.161277
1365,DCT (Optimized),FHD,0.451998,0.37872,42.3471,21.7991,0.16073
1365,DCT (Optimized),FHD,0.452998,0.3784,40.7539,21.7816,0.160187
1365,DCT (Optimized),FHD,0.453998,0.37888,39.8221,21.764,0.159643
1366,DCT (Optimized),FHD,0.454998,0.378656,39.4394,21.7466,0.159107
1366,DCT (Optimized),FHD,0.455998,0.375712,39.5639,21.7292,0.158572
1366,DCT (Optimized),FHD,0.456998,0.379936,40.4747,21.7118,0.15804
1366,DCT (Optimized),FHD,0.457998,0.37888,38.7994,21.6945,0.157509
1367,DCT (Optimized),FHD,0.458998,0.381632,40.5577,21.6773,0.156983
1367,DCT (Optimized),FHD,0.459998,0.377184,40.1395,21.6601,0.156462
1367,DCT (Optimized),FHD,0.460998,0.381248,39.6921,21.6429,0.15594
1367,DCT (Optimized),FHD,0.461998,0.377024,39.7993,21.6257,0.155421
1368,DCT (Optimized),FHD,0.462998,0.379456,43.1153,21.6086,0.154904
1368,DCT (Optimized),FHD,0.463998,0.375328,40.9169,21.5916,0.15439
1368,DCT (Optimized),FHD,0.464998,0.37664,39.9344,21.5746,0.153879
1368,DCT (Optimized),FHD,0.465998,0.376832,41.1258,21.5576,0.15337
1369,DCT (Optimized),FHD,0.466998,0.37888,39.8624,21.5406,0.152862
1369,DCT (Optimized),FHD,0.467998,0.378816,40.0836,21.5237,0.152357
1369,DCT (Optimized),FHD,0.468998,0.379264,41.6878,21.5068,0.151855
1369,DCT (Optimized),FHD,0.469997,0.377312,46.8064,21.49,0.151354
1370,DCT (Optimized),FHD,0.470997,0.3776,44.1754,21.4732,0.150858
1370,DCT (Optimized),FHD,0.471997,0.37904,40.5373,21.4565,0.150363
1370,DCT (Optimized),FHD,0.472997,0.375168,39.4825,21.4398,0.149871
1370,DCT (Optimized),FHD,0.473997,0.395264,42.6942,21.4231,0.149381
1371,DCT (Optimized),FHD,0.474997,0.37856,43.2711,21.4065,0.148893
1371,DCT (Optimized),FHD,0.475997,0.37696,38.8576,21.3899,0.148408
1371,DCT (Optimized),FHD,0.476997,0.37888,39.2372,21.3734,0.147926
1371,DCT (Optimized),FHD,0.477997,0.37888,39.2484,21.3568,0.147444
1372,DCT (Optimized),FHD,0.478997,0.378816,41.0279,21.3403,0.146965
1372,DCT (Optimized),FHD,0.479997,0.378304,40.3403,21.324,0.146492
1372,DCT (Optimized),FHD,0.480997,0.380192,39.8001,21.3076,0.146022
1372,DCT (Optimized),FHD,0.481997,0.380928,40.2299,21.2913,0.145551
1373,DCT (Optimized),FHD,0.482997,0.375424,39.9052,21.2749,0.145081
1373,DCT (Optimized),FHD,0.483997,0.378464,42.0393,21.2586,0.144611
1373,DCT (Optimized),FHD,0.484997,0.37888,39.8762,21.2424,0.144149
1373,DCT (Optimized),FHD,0.485997,0.391616,40.0435,21.2262,0.143689
1374,DCT (Optimized),FHD,0.486997,0.376832,41.2646,21.2101,0.143232
1374,DCT (Optimized),FHD,0.487997,0.378336,42.9388,21.1939,0.142773
1374,DCT (Optimized),FHD,0.488997,0.38016,41.4825,21.1778,0.142318
1374,DCT (Optimized),FHD,0.489997,0.376928,40.9292,21.1618,0.141866
1375,DCT (Optimized),FHD,0.490997,0.380928,39.1337,21.1457,0.141415
1375,DCT (Optimized),FHD,0.491997,0.37888,39.4768,21.1298,0.140966
1375,DCT (Optimized),FHD,0.492997,0.381312,41.1621,21.1139,0.140518
1375,DCT (Optimized),FHD,0.493997,0.3808,40.4698,21.098,0.140072
1376,DCT (Optimized),FHD,0.494997,0.3752,39.9727,21.0821,0.139629
1376,DCT (Optimized),FHD,0.495997,0.37888,41.5495,21.0662,0.139189
1376,DCT (Optimized),FHD,0.496997,0.377536,43.7099,21.0504,0.138751
1376,DCT (Optimized),FHD,0.497997,0.37888,42.7144,21.0346,0.138314
1377,DCT (Optimized),FHD,0.498997,0.381504,38.9747,21.0189,0.13788
1377,DCT (Optimized),FHD,0.499997,0.37888,39.3392,21.0033,0.137449
1377,DCT (Optimized),FHD,0.500997,0.379712,41.3641,20.9877,0.137021
1377,DCT (Optimized),FHD,0.501997,0.379264,40.856,20.9719,0.136592
1378,DCT (Optimized),FHD,0.502997,0.380928,40.7,20.9563,0.136165
1378,DCT (Optimized),FHD,0.503997,0.382976,39.7162,20.9408,0.135742
1378,DCT (Optimized),FHD,0.504997,0.37888,43.801,20.9253,0.135321
1378,DCT (Optimized),FHD,0.505997,0.37888,41.322,20.9099,0.134901
1379,DCT (Optimized),FHD,0.506997,0.376512,45.201,20.8945,0.134484
1379,DCT (Optimized),FHD,0.507997,0.37888,41.3384,20.8791,0.13407
1379,DCT (Optimized),FHD,0.508997,0.37888,40.2546,20.8637,0.133656
1379,DCT (Optimized),FHD,0.509997,0.38736,40.7597,20.8483,0.133242
1380,DCT (Optimized),FHD,0.510997,0.391168,41.5835,20.833,0.132829
1380,DCT (Optimized),FHD,0.511997,0.380928,41.0061,20.8177,0.132419
1380,DCT (Optimized),FHD,0.512997,0.381184,41.2145,20.8024,0.132014
1380,DCT (Optimized),FHD,0.513997,0.954496,40.8297,20.7872,0.131608
1381,DCT (Optimized),FHD,0.514997,0.379936,39.5992,20.7721,0.131206
1381,DCT (Optimized),FHD,0.515997,0.37888,40.4595,20.7569,0.130806
1381,DCT (Optimized),FHD,0.516997,0.37872,49.0388,20.7419,0.130406
1381,DCT (Optimized),FHD,0.517997,0.381024,45.514,20.7268,0.130009
1382,DCT (Optimized),FHD,0.518997,0.378688,49.3899,20.7118,0.129614
1382,DCT (Optimized),FHD,0.519997,0.377952,40.6962,20.6967,0.129221
1382,DCT (Optimized),FHD,0.520997,0.377312,39.627,20.6818,0.128829
1382,DCT (Optimized),FHD,0.521997,0.379744,39.3844,20.6669,0.12844
1383,DCT (Optimized),FHD,0.522997,0.37888,40.0634,20.652,0.128051
1383,DCT (Optimized),FHD,0.523997,0.385024,43.1019,20.637,0.127664
1383,DCT (Optimized),FHD,0.524997,0.380192,42.9587,20.6222,0.127279
1383,DCT (Optimized),FHD,0.525997,0.37888,39.7809,20.6074,0.126896
1384,DCT (Optimized),FHD,0.526997,0.37648,40.1962,20.5926,0.126515
1384,DCT (Optimized),FHD,0.527997,0.376832,44.6442,20.5779,0.126135
1384,DCT (Optimized),FHD,0.528997,0.381056,42.1787,20.5631,0.125757
1384,DCT (Optimized),FHD,0.529997,0.378624,39.2543,20.5484,0.125381
1385,DCT (Optimized),FHD,0.530997,0.377408,40.4192,20.5338,0.125006
1385,DCT (Optimized),FHD,0.531997,0.378432,44.8923,20.5191,0.124632
1385,DCT (Optimized),FHD,0.532997,0.381792,40.2663,20.5046,0.124263
1385,DCT (Optimized),FHD,0.533997,0.380928,42.0103,20.49,0.123893
1386,DCT (Optimized),FHD,0.534997,0.378016,39.0858,20.4754,0.123525
1386,DCT (Optimized),FHD,0.535997,0.377888,38.8507,20.461,0.12316
1386,DCT (Optimized),FHD,0.536997,0.376288,39.5116,20.4465,0.122795
1386,DCT (Optimized),FHD,0.537997,0.3784,39.016,20.4321,0.122431
1387,DCT (Optimized),FHD,0.538997,0.377632,40.0017,20.4177,0.122072
1387,DCT (Optimized),FHD,0.539997,0.391904,47.6405,20.4034,0.121714
1387,DCT (Optimized),FHD,0.540997,0.37712,41.8077,20.389,0.121356
1387,DCT (Optimized),FHD,0.541997,0.37888,47.2765,20.3746,0.120999
1388,DCT (Optimized),FHD,0.542997,0.376256,41.1836,20.3603,0.120644
1388,DCT (Optimized),FHD,0.543997,0.379072,40.3057,20.3461,0.120291
1388,DCT (Optimized),FHD,0.544997,0.381024,40.6144,20.3319,0.11994
1388,DCT (Optimized),FHD,0.545997,0.376832,40.708,20.3177,0.11959
1389,DCT (Optimized),FHD,0.546997,0.379008,42.3727,20.3035,0.11924
1389,DCT (Optimized),FHD,0.547997,0.380928,40.1524,20.2893,0.118894
1389,DCT (Optimized),FHD,0.548997,0.380704,39.9398,20.2752,0.118548
1389,DCT (Optimized),FHD,0.549996,0.37936,40.9143,20.2612,0.118204
1390,DCT (Optimized),FHD,0.550996,0.377216,39.5117,20.2471,0.117862
1390,DCT (Optimized),FHD,0.551996,0.376608,39.9067,20.2331,0.117522
1390,DCT (Optimized),FHD,0.552996,0.968704,42.2392,20.2191,0.117184
1390,DCT (Optimized),FHD,0.553996,0.382528,40.801,20.2051,0.116848
1391,DCT (Optimized),FHD,0.554996,0.381504,39.7257,20.1912,0.116513
1391,DCT (Optimized),FHD,0.555996,0.37968,38.839,20.1773,0.116176
1391,DCT (Optimized),FHD,0.556996,0.379072,41.3139,20.1634,0.115843
1391,DCT (Optimized),FHD,0.557996,0.379296,41.4381,20.1495,0.115511
1392,DCT (Optimized),FHD,0.558996,0.382976,39.5528,20.1358,0.115182
1392,DCT (Optimized),FHD,0.559996,0.37888,41.6807,20.122,0.114853
1392,DCT (Optimized),FHD,0.560996,0.378752,40.2479,20.1082,0.114525
1392,DCT (Optimized),FHD,0.561996,0.37888,46.4923,20.0944,0.114197
1393,DCT (Optimized),FHD,0.562996,0.377152,45.5576,20.0807,0.113872
1393,DCT (Optimized),FHD,0.563996,0.377696,48.3991,20.067,0.113547
1393,DCT (Optimized),FHD,0.564996,0.37888,40.035,20.0534,0.113226
1393,DCT (Optimized),FHD,0.565996,0.378368,40.5017,20.0397,0.112903
1394,DCT (Optimized),FHD,0.566996,0.37888,41.4871,20.026,0.112585
1394,DCT (Optimized),FHD,0.567996,0.37968,41.5197,20.0125,0.112267
1394,DCT (Optimized),FHD,0.568996,0.38352,39.5093,19.999,0.111952
1394,DCT (Optimized),FHD,0.569996,0.37712,39.9441,19.9854,0.111636
1395,DCT (Optimized),FHD,0.570996,0.37888,39.714,19.9719,0.111322
1395,DCT (Optimized),FHD,0.571996,0.377472,39.7804,19.9585,0.111012
1395,DCT (Optimized),FHD,0.572996,0.376928,40.7449,19.9452,0.110703
1395,DCT (Optimized),FHD,0.573996,0.380928,40.67,19.9318,0.110394
1396,DCT (Optimized),FHD,0.574996,0.375744,40.2466,19.9183,0.110083
1396,DCT (Optimized),FHD,0.575996,0.380928,41.5805,19.905,0.109777
1396,DCT (Optimized),FHD,0.576996,0.3808,40.6603,19.8916,0.109472
1396,DCT (Optimized),FHD,0.577996,0.379328,39.6962,19.8783,0.109165
1397,DCT (Optimized),FHD,0.578996,0.382976,41.2692,19.865,0.108864
1397,DCT (Optimized),FHD,0.579996,0.37776,41.1444,19.8518,0.108561
1397,DCT (Optimized),FHD,0.580996,0.380192,39.6649,19.8385,0.108261
1397,DCT (Optimized),FHD,0.581996,0.381344,40.1918,19.8253,0.107962
1398,DCT (Optimized),FHD,0.582996,0.380928,39.8527,19.8122,0.107665
1398,DCT (Optimized),FHD,0.583996,0.380064,42.8351,19.799,0.107368
1398,DCT (Optimized),FHD,0.584996,0.37904,39.9323,19.7859,0.107074
1398,DCT (Optimized),FHD,0.585996,0.376896,39.2255,19.7729,0.106779
1399,DCT (Optimized),FHD,0.586996,0.376832,39.4997,19.7598,0.106485
1399,DCT (Optimized),FHD,0.587996,0.37888,40.3143,19.7467,0.106193
1399,DCT (Optimized),FHD,0.588996,0.381056,50.4577,19.7337,0.105904
1399,DCT (Optimized),FHD,0.589996,0.3824,48.104,19.7207,0.105614
1400,DCT (Optimized),FHD,0.590996,0.376928,40.1812,19.7078,0.105327
1400,DCT (Optimized),FHD,0.591996,0.380352,42.0966,19.6948,0.105039
1400,DCT (Optimized),FHD,0.592996,0.384224,39.38,19.6819,0.104754
1400,DCT (Optimized),FHD,0.593996,0.376832,40.7836,19.669,0.104469
1401,DCT (Optimized),FHD,0.594996,0.377472,41.5563,19.6561,0.104185
1401,DCT (Optimized),FHD,0.595996,0.37888,40.5825,19.6433,0.103903
1401,DCT (Optimized),FHD,0.596996,0.37872,41.792,19.6305,0.103623
1401,DCT (Optimized),FHD,0.597996,0.378176,39.453,19.6177,0.103343
1402,DCT (Optimized),FHD,0.598996,0.382688,38.8471,19.6049,0.103065
1402,DCT (Optimized),FHD,0.599996,0.380928,39.5859,19.5922,0.102787
1402,DCT (Optimized),FHD,0.600996,0.37904,41.1528,19.5795,0.102512
1402,DCT (Optimized),FHD,0.601996,0.377248,42.2056,19.5668,0.102236
1403,DCT (Optimized),FHD,0.602996,0.376832,40.6425,19.5541,0.101962
1403,DCT (Optimized),FHD,0.603996,0.380128,45.0544,19.5414,0.101689
1403,DCT (Optimized),FHD,0.604996,0.380928,43.1299,19.5289,0.101419
1403,DCT (Optimized),FHD,0.605996,0.376864,40.3466,19.5162,0.101147
1404,DCT (Optimized),FHD,0.606996,0.378624,40.5959,19.5037,0.100877
1404,DCT (Optimized),FHD,0.607996,0.379936,41.7103,19.4911,0.100608
1404,DCT (Optimized),FHD,0.608996,0.380992,47.734,19.4786,0.100341
1404,DCT (Optimized),FHD,0.609996,0.380928,39.8891,19.4661,0.100074
1405,DCT (Optimized),FHD,0.610996,0.37888,40.4622,19.4535,0.0998081
1405,DCT (Optimized),FHD,0.611996,0.376512,41.8003,19.4411,0.0995447
1405,DCT (Optimized),FHD,0.612996,0.376832,42.8734,19.4286,0.0992817
1405,DCT (Optimized),FHD,0.613996,0.37728,39.0015,19.4163,0.0990215
1406,DCT (Optimized),FHD,0.614996,0.379168,40.7376,19.4039,0.0987606
1406,DCT (Optimized),FHD,0.615996,0.379872,40.3934,19.3916,0.0985002
1406,DCT (Optimized),FHD,0.616996,0.377408,38.5911,19.3792,0.0982417
1406,DCT (Optimized),FHD,0.617996,0.379296,38.895,19.3669,0.0979837
1407,DCT (Optimized),FHD,0.618996,0.38208,40.1702,19.3546,0.0977277
1407,DCT (Optimized),FHD,0.619996,0.379968,40.6187,19.3424,0.0974723
1407,DCT (Optimized),FHD,0.620996,0.378976,41.3461,19.3301,0.0972173
1407,DCT (Optimized),FHD,0.621996,0.383392,39.3836,19.3179,0.0969632
1408,DCT (Optimized),FHD,0.622996,0.380896,40.5792,19.3057,0.0967106
1408,DCT (Optimized),FHD,0.623996,0.380608,43.5661,19.2935,0.0964592
1408,DCT (Optimized),FHD,0.624996,0.378816,42.1473,19.2813,0.0962096
1408,DCT (Optimized),FHD,0.625996,0.380576,40.2759,19.2692,0.0959596
1409,DCT (Optimized),FHD,0.626996,0.377152,39.4791,19.2571,0.0957111
1409,DCT (Optimized),FHD,0.627995,0.378688,38.3464,19.245,0.0954643
1409,DCT (Optimized),FHD,0.628995,0.377312,39.6518,19.2329,0.0952177
1409,DCT (Optimized),FHD,0.629995,0.378592,39.8436,19.2209,0.094972
1410,DCT (Optimized),FHD,0.630995,0.378848,39.695,19.2089,0.0947268
1410,DCT (Optimized),FHD,0.631995,0.376672,39.1883,19.1969,0.0944833
1410,DCT (Optimized),FHD,0.632995,0.379392,41.3972,19.1849,0.094241
1410,DCT (Optimized),FHD,0.633995,0.380032,41.891,19.1729,0.0939983
1411,DCT (Optimized),FHD,0.634995,0.379072,42.7478,19.161,0.093759
1411,DCT (Optimized),FHD,0.635995,0.379968,38.9091,19.1491,0.0935188
1411,DCT (Optimized),FHD,0.636995,0.377056,43.1151,19.1372,0.0932799
1411,DCT (Optimized),FHD,0.637995,0.376832,39.7837,19.1253,0.0930422
1412,DCT (Optimized),FHD,0.638995,0.37888,39.7037,19.1134,0.092806
1412,DCT (Optimized),FHD,0.639995,0.376832,42.6435,19.1016,0.09257
1412,DCT (Optimized),FHD,0.640995,0.377408,41.4735,19.0898,0.0923352
1412,DCT (Optimized),FHD,0.641995,0.381024,40.3725,19.078,0.0921015
1413,DCT (Optimized),FHD,0.642995,0.37888,39.2273,19.0663,0.0918681
1413,DCT (Optimized),FHD,0.643995,0.375456,40.008,19.0546,0.0916367
1413,DCT (Optimized),FHD,0.644995,0.37888,40.0813,19.0428,0.0914054
1413,DCT (Optimized),FHD,0.645995,0.379424,40.4174,19.0311,0.0911741
1414,DCT (Optimized),FHD,0.646995,0.381216,40.2655,19.0194,0.0909453
1414,DCT (Optimized),FHD,0.647995,0.37952,39.9614,19.0078,0.090716
1414,DCT (Optimized),FHD,0.648995,0.378944,41.2354,18.9961,0.0904886
1414,DCT (Optimized),FHD,0.649995,0.377312,40.5901,18.9845,0.0902616
1415,DCT (Optimized),FHD,0.650995,0.377792,41.3543,18.9729,0.0900359
1415,DCT (Optimized),FHD,0.651995,0.377376,41.6947,18.9613,0.0898104
1415,DCT (Optimized),FHD,0.652995,0.38208,40.3085,18.9497,0.0895865
1415,DCT (Optimized),FHD,0.653995,0.380096,39.7481,18.9382,0.0893633
1416,DCT (Optimized),FHD,0.654995,0.376832,46.1912,18.9267,0.0891409
1416,DCT (Optimized),FHD,0.655995,0.380256,38.9058,18.9152,0.0889193
1416,DCT (Optimized),FHD,0.656995,0.375264,40.2346,18.9038,0.0886997
1416,DCT (Optimized),FHD,0.657995,0.376832,41.991,18.8923,0.0884809
1417,DCT (Optimized),FHD,0.658995,0.38048,40.1952,18.8809,0.0882624
1417,DCT (Optimized),FHD,0.659995,0.375456,43.9009,18.8695,0.0880445
1417,DCT (Optimized),FHD,0.660995,0.38048,41.1919,18.8581,0.0878265
1417,DCT (Optimized),FHD,0.661995,0.37904,38.6273,18.8467,0.0876099
1418,DCT (Optimized),FHD,0.662995,0.376832,39.4537,18.8354,0.0873932
1418,DCT (Optimized),FHD,0.663995,0.380928,40.5715,18.824,0.0871772
