Iteration,Algorithm,Resolution,ALPHA,GPU Time (ms),CPU Time (ms),PSNR (dB),SSIM
552,SVD (Block),FHD,0.204,1.31578,200.519,20.5731,0.254787
552,SVD (Block),FHD,0.205,1.79139,274.317,20.5333,0.253814
553,SVD (Block),FHD,0.206,1.31971,263.789,20.4934,0.252817
553,SVD (Block),FHD,0.207,1.33405,230.114,20.4541,0.251865
553,SVD (Block),FHD,0.208,2.19187,218.658,20.4151,0.250922
553,SVD (Block),FHD,0.209,2.17088,195.592,20.3756,0.249968
554,SVD (Block),FHD,0.21,1.32464,216.478,20.3365,0.249035
554,SVD (Block),FHD,0.211,1.30691,240.066,20.2986,0.248138
554,SVD (Block),FHD,0.212,1.35552,230.435,20.2598,0.247222
554,SVD (Block),FHD,0.213,2.15917,245.452,20.2217,0.246316
555,SVD (Block),FHD,0.214,2.33952,231.7,20.1838,0.245422
555,SVD (Block),FHD,0.215,1.30464,223.259,20.146,0.244537
555,SVD (Block),FHD,0.216,1.29293,235.781,20.1081,0.243645
555,SVD (Block),FHD,0.217,1.30746,237.164,20.0705,0.242772
556,SVD (Block),FHD,0.218,1.33402,231.186,20.0331,0.241911
556,SVD (Block),FHD,0.219,1.32682,224.207,19.9961,0.241061
556,SVD (Block),FHD,0.22,2.14944,231.048,19.9593,0.240217
556,SVD (Block),FHD,0.221,1.33408,241.524,19.9223,0.239377
557,SVD (Block),FHD,0.222,1.32506,228.888,19.8858,0.238554
557,SVD (Block),FHD,0.223,2.44752,250.653,19.8493,0.237737
557,SVD (Block),FHD,0.224,1.31101,249.111,19.8132,0.236923
557,SVD (Block),FHD,0.225,1.32035,217.699,19.7767,0.236111
558,SVD (Block),FHD,0.226,1.30237,218,19.741,0.235323
558,SVD (Block),FHD,0.227,1.31878,223.835,19.7052,0.23453
558,SVD (Block),FHD,0.228,1.35578,235.446,19.6695,0.233752
558,SVD (Block),FHD,0.229,1.34723,228.648,19.634,0.23297
559,SVD (Block),FHD,0.23,1.31277,210.819,19.5993,0.232224
559,SVD (Block),FHD,0.231,1.30656,228.684,19.5637,0.231454
559,SVD (Block),FHD,0.232,1.3191,244.474,19.5287,0.230696
559,SVD (Block),FHD,0.233,1.83235,223.147,19.4936,0.229947
560,SVD (Block),FHD,0.234,1.28442,283.608,19.4591,0.229206
560,SVD (Block),FHD,0.235,1.3312,245.854,19.4247,0.228479
560,SVD (Block),FHD,0.236,1.32771,299.056,19.3903,0.227752
560,SVD (Block),FHD,0.237,2.31219,219.281,19.356,0.227038
561,SVD (Block),FHD,0.238,1.30906,229.73,19.3221,0.226326
561,SVD (Block),FHD,0.239,2.36982,311.721,19.2883,0.225623
561,SVD (Block),FHD,0.24,1.32918,263.399,19.2544,0.224922
561,SVD (Block),FHD,0.241,1.31805,250.562,19.2207,0.224227
562,SVD (Block),FHD,0.242,2.19469,266.946,19.1872,0.223539
562,SVD (Block),FHD,0.243,1.3353,269.099,19.154,0.222856
562,SVD (Block),FHD,0.244,1.30458,277.547,19.1209,0.222178
562,SVD (Block),FHD,0.245,1.85549,290.094,19.0876,0.221517
563,SVD (Block),FHD,0.246,1.33818,244.971,19.0546,0.220864
563,SVD (Block),FHD,0.247,1.31302,248.202,19.0234,0.220228
563,SVD (Block),FHD,0.248,1.30506,249.367,18.9895,0.219532
563,SVD (Block),FHD,0.249,1.30211,283.957,18.9571,0.218894
564,SVD (Block),FHD,0.25,1.34963,238.993,18.9245,0.218251
564,SVD (Block),FHD,0.251,1.31891,249.798,18.8923,0.217619
564,SVD (Block),FHD,0.252,1.87597,231.417,18.8602,0.216992
564,SVD (Block),FHD,0.253,1.38051,250.748,18.8283,0.216377
565,SVD (Block),FHD,0.254,1.31613,234.916,18.7962,0.215767
565,SVD (Block),FHD,0.255,1.32979,246.18,18.7635,0.215081
565,SVD (Block),FHD,0.256,1.32109,213.324,18.7331,0.214494
565,SVD (Block),FHD,0.257,1.30771,211.648,18.7017,0.213901
566,SVD (Block),FHD,0.258,1.33734,211.963,18.6705,0.21331
566,SVD (Block),FHD,0.259,1.35578,221.5,18.6395,0.212719
566,SVD (Block),FHD,0.26,1.9513,210.657,18.6083,0.212131
566,SVD (Block),FHD,0.261,1.81248,231.485,18.5773,0.21155
567,SVD (Block),FHD,0.262,2.12112,234.586,18.5465,0.210975
567,SVD (Block),FHD,0.263,1.31434,231.866,18.5158,0.210396
567,SVD (Block),FHD,0.264,1.32301,259.733,18.4852,0.209832
567,SVD (Block),FHD,0.265,1.33485,257.625,18.4547,0.209263
568,SVD (Block),FHD,0.266,1.32301,230.258,18.4245,0.208711
568,SVD (Block),FHD,0.267,1.31891,252.047,18.3941,0.208147
568,SVD (Block),FHD,0.268,1.32432,248.896,18.3641,0.2076
568,SVD (Block),FHD,0.269,1.29219,260.519,18.3343,0.207057
569,SVD (Block),FHD,0.27,1.32742,238.156,18.3043,0.206525
569,SVD (Block),FHD,0.271,1.32637,257.507,18.2747,0.205957
569,SVD (Block),FHD,0.272,1.31875,266.446,18.2448,0.205435
569,SVD (Block),FHD,0.273,1.8584,253.781,18.2154,0.204912
570,SVD (Block),FHD,0.274,1.97914,228.652,18.1863,0.204386
570,SVD (Block),FHD,0.275,1.32733,247.518,18.1568,0.203863
570,SVD (Block),FHD,0.276,2.38429,257.348,18.1275,0.203351
570,SVD (Block),FHD,0.277,1.31072,244.17,18.0982,0.202826
571,SVD (Block),FHD,0.278,1.29667,263.703,18.0694,0.20232
571,SVD (Block),FHD,0.279,1.34746,259.25,18.0407,0.201818
571,SVD (Block),FHD,0.28,1.31392,264.947,18.0118,0.201312
571,SVD (Block),FHD,0.281,1.82886,234.978,17.9831,0.200815
572,SVD (Block),FHD,0.282,1.35949,239.361,17.9547,0.200323
572,SVD (Block),FHD,0.283,2.09101,255.393,17.9265,0.199837
572,SVD (Block),FHD,0.284,1.31626,259.26,17.8978,0.199344
572,SVD (Block),FHD,0.285,1.32096,238.282,17.8696,0.198861
573,SVD (Block),FHD,0.286,1.31277,255.36,17.8417,0.198386
573,SVD (Block),FHD,0.287,2.09101,260.011,17.8135,0.197909
573,SVD (Block),FHD,0.288,1.34426,240.565,17.7855,0.197429
573,SVD (Block),FHD,0.289,1.32144,276.5,17.7577,0.196965
574,SVD (Block),FHD,0.29,1.32282,273.238,17.7301,0.196501
574,SVD (Block),FHD,0.291,1.33952,239.77,17.7023,0.19604
574,SVD (Block),FHD,0.292,1.33741,275.821,17.6749,0.195581
574,SVD (Block),FHD,0.293,1.34957,267.345,17.6475,0.195134
575,SVD (Block),FHD,0.294,1.3353,280.929,17.6222,0.194733
575,SVD (Block),FHD,0.295,1.34195,270.675,17.5926,0.194186
575,SVD (Block),FHD,0.296,1.3287,273.889,17.5658,0.193753
575,SVD (Block),FHD,0.297,1.30822,260.123,17.5386,0.193311
576,SVD (Block),FHD,0.298,2.18061,260.746,17.512,0.192879
576,SVD (Block),FHD,0.299,2.14307,232.493,17.4849,0.192444
576,SVD (Block),FHD,0.3,1.33411,255.59,17.4583,0.192011
576,SVD (Block),FHD,0.301,1.31994,259.376,17.4315,0.191576
577,SVD (Block),FHD,0.302,1.32368,266.533,17.405,0.191148
577,SVD (Block),FHD,0.303,1.88938,224.639,17.3782,0.190722
577,SVD (Block),FHD,0.304,1.33648,227.559,17.352,0.190312
577,SVD (Block),FHD,0.305,1.3207,220.342,17.3258,0.189887
578,SVD (Block),FHD,0.306,1.31149,237.945,17.2997,0.189468
578,SVD (Block),FHD,0.307,1.31072,238.786,17.2736,0.189058
578,SVD (Block),FHD,0.308,1.34963,229.974,17.2475,0.188646
578,SVD (Block),FHD,0.309,1.33587,250.303,17.2216,0.188236
579,SVD (Block),FHD,0.31,1.29293,249.566,17.1956,0.187831
579,SVD (Block),FHD,0.311,1.36499,246.104,17.1698,0.187434
579,SVD (Block),FHD,0.312,1.78586,241.998,17.1443,0.187036
579,SVD (Block),FHD,0.313,1.31891,254.955,17.1188,0.186637
580,SVD (Block),FHD,0.314,2.16064,252.473,17.0932,0.186243
580,SVD (Block),FHD,0.314999,1.30662,230.576,17.0675,0.185842
580,SVD (Block),FHD,0.315999,1.33869,279.344,17.0425,0.185466
580,SVD (Block),FHD,0.316999,2.1281,261.56,17.0172,0.185074
581,SVD (Block),FHD,0.317999,1.296,280.832,16.9919,0.184689
581,SVD (Block),FHD,0.318999,1.31418,280.415,16.9668,0.184309
581,SVD (Block),FHD,0.319999,1.3265,246.757,16.9419,0.183931
581,SVD (Block),FHD,0.320999,1.30947,259.727,16.9171,0.183558
582,SVD (Block),FHD,0.321999,1.34067,277.966,16.8922,0.183176
582,SVD (Block),FHD,0.322999,1.31648,242.939,16.8674,0.182806
582,SVD (Block),FHD,0.323999,1.336,262.044,16.8427,0.182431
582,SVD (Block),FHD,0.324999,1.88253,270.409,16.8182,0.182064
583,SVD (Block),FHD,0.325999,1.31046,235.28,16.7936,0.1817
583,SVD (Block),FHD,0.326999,1.2968,287.466,16.7692,0.181336
583,SVD (Block),FHD,0.327999,1.31328,245.795,16.7448,0.180973
583,SVD (Block),FHD,0.328999,1.29632,256.527,16.7206,0.180614
584,SVD (Block),FHD,0.329999,1.31837,191.004,16.6964,0.180253
584,SVD (Block),FHD,0.330999,1.31072,262.253,16.6721,0.179895
584,SVD (Block),FHD,0.331999,1.3353,254.096,16.6483,0.179552
584,SVD (Block),FHD,0.332999,1.30512,271.549,16.6242,0.17919
585,SVD (Block),FHD,0.333999,1.34019,254.828,16.6003,0.178848
585,SVD (Block),FHD,0.334999,1.78749,296.642,16.5764,0.178504
585,SVD (Block),FHD,0.335999,1.31373,278.732,16.5527,0.178155
585,SVD (Block),FHD,0.336999,2.73693,295.488,16.5291,0.177814
586,SVD (Block),FHD,0.337999,1.3496,274.132,16.5054,0.177474
586,SVD (Block),FHD,0.338999,1.32259,229.443,16.4819,0.177138
586,SVD (Block),FHD,0.339999,1.30189,257.047,16.4585,0.176798
586,SVD (Block),FHD,0.340999,2.14826,211.038,16.4352,0.176468
587,SVD (Block),FHD,0.341999,1.84147,229.1,16.4118,0.176133
587,SVD (Block),FHD,0.342999,1.3783,215.547,16.3884,0.175798
587,SVD (Block),FHD,0.343999,1.79987,234.353,16.3653,0.175473
587,SVD (Block),FHD,0.344999,1.32925,240.571,16.3422,0.175138
588,SVD (Block),FHD,0.345999,2.72701,280.458,16.3193,0.17482
588,SVD (Block),FHD,0.346999,1.33338,272.469,16.2962,0.174493
588,SVD (Block),FHD,0.347999,2.50912,286.962,16.2732,0.174163
588,SVD (Block),FHD,0.348999,1.36362,241.553,16.2504,0.173855
589,SVD (Block),FHD,0.349999,1.32534,181.804,16.2278,0.173539
589,SVD (Block),FHD,0.350999,1.33677,197.749,16.2051,0.17322
589,SVD (Block),FHD,0.351999,1.30035,184.337,16.1825,0.172904
589,SVD (Block),FHD,0.352999,1.90054,173.211,16.1601,0.172587
590,SVD (Block),FHD,0.353999,1.29898,194.499,16.1374,0.17228
590,SVD (Block),FHD,0.354999,1.33283,205.546,16.115,0.171971
590,SVD (Block),FHD,0.355999,1.32333,189.297,16.0927,0.171658
590,SVD (Block),FHD,0.356999,1.30662,192.775,16.0705,0.171353
591,SVD (Block),FHD,0.357999,2.30195,179.274,16.0481,0.171048
591,SVD (Block),FHD,0.358999,1.3353,175.974,16.0259,0.170747
591,SVD (Block),FHD,0.359999,1.28819,187.766,16.0039,0.17044
591,SVD (Block),FHD,0.360999,1.31686,179.333,15.9819,0.170143
592,SVD (Block),FHD,0.361999,1.36771,175.615,15.9599,0.169842
592,SVD (Block),FHD,0.362999,1.34419,187.758,15.938,0.169549
592,SVD (Block),FHD,0.363999,1.30938,203.584,15.9162,0.169254
592,SVD (Block),FHD,0.364999,1.36192,174.716,15.8943,0.168949
593,SVD (Block),FHD,0.365999,1.31488,182.648,15.8726,0.16866
593,SVD (Block),FHD,0.366999,2.1545,179.429,15.851,0.16837
593,SVD (Block),FHD,0.367999,1.3312,190.606,15.8294,0.168079
593,SVD (Block),FHD,0.368999,1.3248,187.969,15.8079,0.167792
594,SVD (Block),FHD,0.369999,1.31658,187.22,15.7864,0.167509
594,SVD (Block),FHD,0.370999,1.34374,196.819,15.765,0.167221
594,SVD (Block),FHD,0.371999,1.31686,174.958,15.7438,0.166947
594,SVD (Block),FHD,0.372999,2.74099,181.942,15.7222,0.166649
595,SVD (Block),FHD,0.373999,1.35523,178.243,15.701,0.166377
595,SVD (Block),FHD,0.374999,1.37027,178.89,15.6799,0.166092
595,SVD (Block),FHD,0.375999,1.34547,182.575,15.659,0.165817
595,SVD (Block),FHD,0.376999,1.87392,184.137,15.6378,0.165537
596,SVD (Block),FHD,0.377999,1.90048,175.199,15.6167,0.165263
596,SVD (Block),FHD,0.378999,1.29843,174.198,15.5958,0.164991
596,SVD (Block),FHD,0.379999,1.3215,180.986,15.575,0.164721
596,SVD (Block),FHD,0.380999,1.3215,178.683,15.5542,0.164447
597,SVD (Block),FHD,0.381999,1.3088,182.099,15.5334,0.164174
597,SVD (Block),FHD,0.382999,1.32106,182.062,15.5127,0.163907
597,SVD (Block),FHD,0.383999,1.30662,182.653,15.4921,0.163638
597,SVD (Block),FHD,0.384999,1.31238,173.222,15.4715,0.163367
598,SVD (Block),FHD,0.385999,1.32723,177.911,15.4508,0.163102
598,SVD (Block),FHD,0.386999,1.29642,171.818,15.4304,0.162842
598,SVD (Block),FHD,0.387999,1.30438,180.877,15.41,0.162574
598,SVD (Block),FHD,0.388999,1.2913,188.436,15.3896,0.162313
599,SVD (Block),FHD,0.389999,1.34154,175.794,15.3693,0.162055
599,SVD (Block),FHD,0.390999,1.31277,181.346,15.3491,0.161795
599,SVD (Block),FHD,0.391998,1.35174,179.834,15.329,0.161539
599,SVD (Block),FHD,0.392998,1.33734,182.41,15.3085,0.161275
600,SVD (Block),FHD,0.393998,1.33779,177.443,15.2885,0.161018
600,SVD (Block),FHD,0.394998,1.32304,178.089,15.2687,0.16077
600,SVD (Block),FHD,0.395998,1.2839,176.225,15.2483,0.160519
600,SVD (Block),FHD,0.396998,1.79814,174.318,15.2287,0.160264
601,SVD (Block),FHD,0.397998,1.81584,176.133,15.2086,0.160011
601,SVD (Block),FHD,0.398998,1.35373,181.24,15.1889,0.159761
601,SVD (Block),FHD,0.399998,1.3353,177.553,15.169,0.159511
601,SVD (Block),FHD,0.400998,1.36842,171.243,15.1494,0.159254
602,SVD (Block),FHD,0.401998,1.3495,182.399,15.1296,0.159
602,SVD (Block),FHD,0.402998,1.32173,193.526,15.1101,0.158755
602,SVD (Block),FHD,0.403998,1.30512,176.848,15.0906,0.158522
602,SVD (Block),FHD,0.404998,1.35987,186.753,15.0709,0.158273
603,SVD (Block),FHD,0.405998,1.33936,182.166,15.0515,0.158027
603,SVD (Block),FHD,0.406998,1.32938,173.687,15.0319,0.157779
603,SVD (Block),FHD,0.407998,1.31526,182.969,15.0128,0.157544
603,SVD (Block),FHD,0.408998,1.96403,177.045,14.9927,0.157297
604,SVD (Block),FHD,0.409998,1.3271,181.581,14.9743,0.157058
604,SVD (Block),FHD,0.410998,1.3447,183.4,14.9535,0.156812
604,SVD (Block),FHD,0.411998,2.1361,179.172,14.936,0.156588
604,SVD (Block),FHD,0.412998,1.35603,175.56,14.9164,0.156361
605,SVD (Block),FHD,0.413998,1.32669,180.447,14.8971,0.156115
605,SVD (Block),FHD,0.414998,1.30586,172.103,14.8782,0.155877
605,SVD (Block),FHD,0.415998,1.30899,179.493,14.8594,0.155645
605,SVD (Block),FHD,0.416998,2.1704,174.08,14.8401,0.155408
606,SVD (Block),FHD,0.417998,1.3271,175.43,14.8215,0.155176
606,SVD (Block),FHD,0.418998,1.30899,177.528,14.8026,0.154945
606,SVD (Block),FHD,0.419998,1.33363,182.142,14.7839,0.154711
606,SVD (Block),FHD,0.420998,1.31046,170.942,14.7651,0.154489
607,SVD (Block),FHD,0.421998,1.31501,177.208,14.7464,0.154257
607,SVD (Block),FHD,0.422998,1.3353,181.253,14.7276,0.154022
607,SVD (Block),FHD,0.423998,1.30118,176.94,14.7091,0.153797
607,SVD (Block),FHD,0.424998,1.31277,180.663,14.6903,0.153568
608,SVD (Block),FHD,0.425998,2.15789,175.68,14.6719,0.153339
608,SVD (Block),FHD,0.426998,1.33734,172.304,14.6534,0.153114
608,SVD (Block),FHD,0.427998,1.31171,181.918,14.6349,0.152892
608,SVD (Block),FHD,0.428998,1.35373,183.879,14.6164,0.15267
609,SVD (Block),FHD,0.429998,1.30662,175.26,14.5981,0.152441
609,SVD (Block),FHD,0.430998,1.33888,184.689,14.5799,0.152219
609,SVD (Block),FHD,0.431998,1.35578,182.635,14.5616,0.151997
609,SVD (Block),FHD,0.432998,1.31613,184.256,14.5433,0.151777
610,SVD (Block),FHD,0.433998,1.344,176.099,14.5251,0.151556
610,SVD (Block),FHD,0.434998,1.3312,179.071,14.5072,0.151341
610,SVD (Block),FHD,0.435998,1.35786,173.682,14.489,0.151126
610,SVD (Block),FHD,0.436998,2.71565,185.893,14.471,0.15091
611,SVD (Block),FHD,0.437998,1.33712,196.84,14.4529,0.150692
611,SVD (Block),FHD,0.438998,1.33338,169.422,14.435,0.150471
611,SVD (Block),FHD,0.439998,1.32192,173.902,14.417,0.150247
611,SVD (Block),FHD,0.440998,1.31149,177.719,14.3991,0.150034
612,SVD (Block),FHD,0.441998,1.28714,176.27,14.3813,0.149826
612,SVD (Block),FHD,0.442998,1.33472,181.77,14.3636,0.149611
612,SVD (Block),FHD,0.443998,1.30662,170.4,14.3457,0.149396
612,SVD (Block),FHD,0.444998,1.30902,182.188,14.328,0.149183
613,SVD (Block),FHD,0.445998,1.32506,174.001,14.3104,0.148966
613,SVD (Block),FHD,0.446998,2.70272,175.324,14.2928,0.148758
613,SVD (Block),FHD,0.447998,1.34758,180.492,14.2751,0.148549
613,SVD (Block),FHD,0.448998,1.33619,181.038,14.2575,0.14834
614,SVD (Block),FHD,0.449998,1.80454,198.74,14.2401,0.148131
614,SVD (Block),FHD,0.450998,1.31277,185.789,14.2225,0.147924
614,SVD (Block),FHD,0.451998,1.31101,193.935,14.2052,0.147715
614,SVD (Block),FHD,0.452998,1.30051,176.349,14.1878,0.147506
615,SVD (Block),FHD,0.453998,1.36221,176.76,14.1705,0.147294
615,SVD (Block),FHD,0.454998,1.3048,185.873,14.1532,0.147091
615,SVD (Block),FHD,0.455998,1.90038,185.459,14.1359,0.146883
615,SVD (Block),FHD,0.456998,1.32109,179.718,14.1185,0.146677
616,SVD (Block),FHD,0.457998,1.30301,184.903,14.1015,0.146477
616,SVD (Block),FHD,0.458998,1.33114,180.021,14.0844,0.146273
616,SVD (Block),FHD,0.459998,2.15158,197.184,14.0672,0.14607
616,SVD (Block),FHD,0.460998,1.33939,178.156,14.0502,0.145874
617,SVD (Block),FHD,0.461998,1.31702,169.921,14.0332,0.145678
617,SVD (Block),FHD,0.462998,1.34144,180.907,14.0162,0.145465
617,SVD (Block),FHD,0.463998,1.31213,177.346,13.9991,0.14526
617,SVD (Block),FHD,0.464998,1.30458,205.442,13.9822,0.145054
618,SVD (Block),FHD,0.465998,1.31494,214.858,13.9654,0.144853
618,SVD (Block),FHD,0.466998,1.32301,195.368,13.9485,0.14465
618,SVD (Block),FHD,0.467998,1.33968,213.245,13.9316,0.144454
618,SVD (Block),FHD,0.468998,1.32163,198.839,13.9149,0.144259
619,SVD (Block),FHD,0.469997,1.32474,242.687,13.8982,0.14407
619,SVD (Block),FHD,0.470997,1.30794,192.28,13.8816,0.143855
619,SVD (Block),FHD,0.471997,1.3423,224.719,13.8648,0.143662
619,SVD (Block),FHD,0.472997,2.7519,216.209,13.8481,0.14346
620,SVD (Block),FHD,0.473997,1.31501,190.383,13.8316,0.14327
620,SVD (Block),FHD,0.474997,1.34096,220.832,13.8151,0.143079
620,SVD (Block),FHD,0.475997,1.30627,276.713,13.7985,0.142887
620,SVD (Block),FHD,0.476997,1.29379,209.295,13.782,0.142699
621,SVD (Block),FHD,0.477997,1.35782,227.14,13.7656,0.1425
621,SVD (Block),FHD,0.478997,1.33325,173.222,13.7492,0.142297
621,SVD (Block),FHD,0.479997,1.31891,185.635,13.7327,0.142101
621,SVD (Block),FHD,0.480997,1.3312,191.069,13.7164,0.141912
622,SVD (Block),FHD,0.481997,1.33315,184.591,13.7001,0.141721
622,SVD (Block),FHD,0.482997,1.33744,182.169,13.6838,0.141528
622,SVD (Block),FHD,0.483997,1.31293,198.841,13.6675,0.141333
622,SVD (Block),FHD,0.484997,1.30307,187.701,13.6514,0.141144
623,SVD (Block),FHD,0.485997,1.31533,198.152,13.6352,0.14095
623,SVD (Block),FHD,0.486997,1.33133,189.794,13.6191,0.140764
623,SVD (Block),FHD,0.487997,1.32678,178.563,13.6029,0.140579
623,SVD (Block),FHD,0.488997,1.31872,197.485,13.5869,0.140384
624,SVD (Block),FHD,0.489997,1.31734,186.993,13.5709,0.140205
624,SVD (Block),FHD,0.490997,1.30278,196.919,13.5549,0.140013
624,SVD (Block),FHD,0.491997,1.30013,185.637,13.5389,0.139826
624,SVD (Block),FHD,0.492997,1.32717,184.349,13.523,0.139632
625,SVD (Block),FHD,0.493997,1.33907,188.016,13.507,0.139436
625,SVD (Block),FHD,0.494997,1.32218,177.141,13.4913,0.139251
625,SVD (Block),FHD,0.495997,1.28781,178.368,13.4753,0.139068
625,SVD (Block),FHD,0.496997,1.32528,178.852,13.4595,0.138882
626,SVD (Block),FHD,0.497997,1.34349,174.146,13.4436,0.138695
626,SVD (Block),FHD,0.498997,1.3207,172.739,13.4281,0.138505
626,SVD (Block),FHD,0.499997,1.32896,181.884,13.4123,0.138308
626,SVD (Block),FHD,0.500997,1.34368,174.493,13.3968,0.138143
627,SVD (Block),FHD,0.501997,2.16726,182.906,13.381,0.137965
627,SVD (Block),FHD,0.502997,1.32259,195.13,13.3654,0.137778
627,SVD (Block),FHD,0.503997,1.31891,178.348,13.3497,0.13759
627,SVD (Block),FHD,0.504997,1.34528,179.964,13.3345,0.137408
628,SVD (Block),FHD,0.505997,1.33283,176.79,13.319,0.137225
628,SVD (Block),FHD,0.506997,1.33734,183.521,13.3032,0.137049
628,SVD (Block),FHD,0.507997,1.32925,173.488,13.2879,0.136869
628,SVD (Block),FHD,0.508997,1.31558,178.821,13.2725,0.136684
629,SVD (Block),FHD,0.509997,1.32003,186.934,13.2572,0.136506
629,SVD (Block),FHD,0.510997,1.32131,198.268,13.2417,0.136322
629,SVD (Block),FHD,0.511997,1.35904,184.189,13.2263,0.136138
629,SVD (Block),FHD,0.512997,1.30637,175.298,13.2112,0.135955
630,SVD (Block),FHD,0.513997,1.32058,176.863,13.196,0.13578
630,SVD (Block),FHD,0.514997,1.32362,196.182,13.1806,0.135601
630,SVD (Block),FHD,0.515997,1.36304,174.946,13.1656,0.135427
630,SVD (Block),FHD,0.516997,1.34019,192.48,13.1503,0.13525
631,SVD (Block),FHD,0.517997,1.33437,183.237,13.1352,0.135071
631,SVD (Block),FHD,0.518997,1.33037,183.258,13.12,0.13488
631,SVD (Block),FHD,0.519997,2.74902,185.753,13.1049,0.134703
631,SVD (Block),FHD,0.520997,1.324,180.818,13.0899,0.134522
632,SVD (Block),FHD,0.521997,1.35622,196.109,13.075,0.134348
632,SVD (Block),FHD,0.522997,1.32464,212.053,13.0599,0.134177
632,SVD (Block),FHD,0.523997,1.32576,194.989,13.0449,0.134005
632,SVD (Block),FHD,0.524997,1.32659,181.891,13.03,0.133825
633,SVD (Block),FHD,0.525997,1.29862,175.86,13.0151,0.133644
633,SVD (Block),FHD,0.526997,1.32323,176.329,13.0002,0.133469
633,SVD (Block),FHD,0.527997,2.36339,182.77,12.9855,0.133297
633,SVD (Block),FHD,0.528997,1.31955,193.537,12.9709,0.133119
634,SVD (Block),FHD,0.529997,1.32301,203.789,12.9558,0.132945
634,SVD (Block),FHD,0.530997,1.31971,194.538,12.9409,0.132772
634,SVD (Block),FHD,0.531997,1.34739,193.486,12.9263,0.132596
634,SVD (Block),FHD,0.532997,1.91866,202.154,12.9117,0.132421
635,SVD (Block),FHD,0.533997,1.3271,203.506,12.897,0.132235
635,SVD (Block),FHD,0.534997,1.30931,194.335,12.8822,0.13206
635,SVD (Block),FHD,0.535997,1.35782,204.221,12.8676,0.13189
635,SVD (Block),FHD,0.536997,1.32266,213.221,12.8531,0.131722
636,SVD (Block),FHD,0.537997,1.32842,200.153,12.8386,0.131539
636,SVD (Block),FHD,0.538997,1.31603,184.6,12.8239,0.131365
636,SVD (Block),FHD,0.539997,1.3295,186.471,12.8094,0.131193
636,SVD (Block),FHD,0.540997,1.32915,179.029,12.7951,0.131023
637,SVD (Block),FHD,0.541997,1.3353,183.349,12.7806,0.130854
637,SVD (Block),FHD,0.542997,1.31235,181.108,12.766,0.130682
637,SVD (Block),FHD,0.543997,1.32384,184.307,12.7518,0.130514
637,SVD (Block),FHD,0.544997,2.09514,189.546,12.7374,0.130345
638,SVD (Block),FHD,0.545997,2.70336,182.656,12.7231,0.130176
638,SVD (Block),FHD,0.546997,2.7648,174.63,12.7086,0.129999
638,SVD (Block),FHD,0.547997,1.33878,182.458,12.6945,0.129821
638,SVD (Block),FHD,0.548997,1.30602,175.213,12.6803,0.129654
639,SVD (Block),FHD,0.549996,1.31072,177.854,12.666,0.129489
639,SVD (Block),FHD,0.550996,1.30662,180.671,12.6517,0.129319
639,SVD (Block),FHD,0.551996,1.30544,200.813,12.6376,0.129149
639,SVD (Block),FHD,0.552996,1.34896,182.433,12.6234,0.128972
640,SVD (Block),FHD,0.553996,1.32301,182.005,12.6094,0.128804
640,SVD (Block),FHD,0.554996,1.32506,196.026,12.5951,0.128633
640,SVD (Block),FHD,0.555996,1.30867,187.623,12.5811,0.128469
640,SVD (Block),FHD,0.556996,1.32451,188.785,12.5668,0.128292
641,SVD (Block),FHD,0.557996,1.31037,173.988,12.553,0.12813
641,SVD (Block),FHD,0.558996,1.31363,174.607,12.539,0.127968
641,SVD (Block),FHD,0.559996,1.31862,174.542,12.5252,0.127803
641,SVD (Block),FHD,0.560996,1.32262,182.947,12.5111,0.127628
642,SVD (Block),FHD,0.561996,1.32496,175.506,12.4972,0.127456
642,SVD (Block),FHD,0.562996,1.30867,174.633,12.4833,0.127287
642,SVD (Block),FHD,0.563996,2.17088,191.897,12.4696,0.127123
642,SVD (Block),FHD,0.564996,1.33923,184.177,12.4556,0.126953
643,SVD (Block),FHD,0.565996,1.31238,179.324,12.4418,0.126785
643,SVD (Block),FHD,0.566996,2.71443,198.507,12.428,0.126626
643,SVD (Block),FHD,0.567996,1.35168,178.566,12.4143,0.126448
643,SVD (Block),FHD,0.568996,1.29402,171.57,12.4006,0.126285
644,SVD (Block),FHD,0.569996,1.30749,178.48,12.3867,0.12612
644,SVD (Block),FHD,0.570996,1.3271,193.912,12.3731,0.125952
644,SVD (Block),FHD,0.571996,1.3367,179.973,12.3594,0.125789
