Iteration,Algorithm,Resolution,ALPHA,GPU Time (ms),CPU Time (ms),PSNR (dB),SSIM
1417,DCT (Optimized),FHD,0.661995,0.376608,178.438,18.8467,0.0876099
1418,DCT (Optimized),FHD,0.662995,0.378752,182.732,18.8354,0.0873932
1418,DCT (Optimized),FHD,0.663995,0.37888,185.589,18.824,0.0871772
1418,DCT (Optimized),FHD,0.664995,0.37888,179.961,18.8127,0.0869624
1418,DCT (Optimized),FHD,0.665995,0.374784,178.817,18.8014,0.0867498
1419,DCT (Optimized),FHD,0.666995,0.378368,176.044,18.7901,0.0865367
1419,DCT (Optimized),FHD,0.667995,0.37888,181.499,18.7789,0.086325
1419,DCT (Optimized),FHD,0.668995,0.380544,172.352,18.7676,0.0861146
1419,DCT (Optimized),FHD,0.669995,0.378752,171.044,18.7564,0.085905
1420,DCT (Optimized),FHD,0.670995,0.377824,176.625,18.7452,0.0856959
1420,DCT (Optimized),FHD,0.671995,0.37664,197.127,18.734,0.0854874
1420,DCT (Optimized),FHD,0.672995,0.380608,181.688,18.7229,0.0852791
1420,DCT (Optimized),FHD,0.673995,0.379872,171.353,18.7117,0.0850719
1421,DCT (Optimized),FHD,0.674995,0.380928,175.974,18.7006,0.0848663
1421,DCT (Optimized),FHD,0.675995,0.376608,167.151,18.6894,0.0846606
1421,DCT (Optimized),FHD,0.676995,0.37696,172.127,18.6784,0.0844576
1421,DCT (Optimized),FHD,0.677995,0.377792,188.101,18.6673,0.0842552
1422,DCT (Optimized),FHD,0.678995,0.390752,182.179,18.6563,0.0840534
1422,DCT (Optimized),FHD,0.679995,0.377312,177.448,18.6453,0.0838518
1422,DCT (Optimized),FHD,0.680995,0.38016,182.259,18.6343,0.0836511
1422,DCT (Optimized),FHD,0.681995,0.375968,178.79,18.6233,0.0834496
1423,DCT (Optimized),FHD,0.682995,0.37808,175.083,18.6123,0.0832485
1423,DCT (Optimized),FHD,0.683995,0.380128,193.191,18.6014,0.0830493
1423,DCT (Optimized),FHD,0.684995,0.380928,173.68,18.5905,0.0828507
1423,DCT (Optimized),FHD,0.685995,0.378528,172.946,18.5796,0.0826538
1424,DCT (Optimized),FHD,0.686995,0.37888,174.44,18.5687,0.0824575
1424,DCT (Optimized),FHD,0.687995,0.376576,187.284,18.5578,0.0822594
1424,DCT (Optimized),FHD,0.688995,0.377056,197.409,18.5469,0.0820634
1424,DCT (Optimized),FHD,0.689995,0.37888,182.041,18.5361,0.0818681
1425,DCT (Optimized),FHD,0.690995,0.378464,173.173,18.5252,0.0816738
1425,DCT (Optimized),FHD,0.691995,0.380928,186.954,18.5144,0.0814806
1425,DCT (Optimized),FHD,0.692995,0.376672,169.064,18.5037,0.0812887
1425,DCT (Optimized),FHD,0.693995,0.375744,172.907,18.493,0.081097
1426,DCT (Optimized),FHD,0.694995,0.378048,221.951,18.4822,0.0809052
1426,DCT (Optimized),FHD,0.695995,0.379008,169.003,18.4715,0.0807158
1426,DCT (Optimized),FHD,0.696995,0.380064,180.756,18.4608,0.080526
1426,DCT (Optimized),FHD,0.697995,0.378496,175.175,18.4501,0.0803362
1427,DCT (Optimized),FHD,0.698995,0.376896,175.716,18.4394,0.0801466
1427,DCT (Optimized),FHD,0.699995,0.376672,186.027,18.4287,0.0799584
1427,DCT (Optimized),FHD,0.700995,0.37888,173.629,18.4181,0.0797718
1427,DCT (Optimized),FHD,0.701995,0.374304,173.765,18.4075,0.0795856
1428,DCT (Optimized),FHD,0.702995,0.379936,179.248,18.3969,0.0794005
1428,DCT (Optimized),FHD,0.703995,0.376448,171.664,18.3863,0.0792162
1428,DCT (Optimized),FHD,0.704994,0.3792,169.349,18.3757,0.079032
1428,DCT (Optimized),FHD,0.705994,0.374144,183.084,18.3652,0.0788478
1429,DCT (Optimized),FHD,0.706994,0.37888,179.419,18.3546,0.0786651
1429,DCT (Optimized),FHD,0.707994,0.382208,176.106,18.3441,0.0784818
1429,DCT (Optimized),FHD,0.708994,0.376832,189.657,18.3337,0.078301
1429,DCT (Optimized),FHD,0.709994,0.37888,176.759,18.3231,0.0781189
1430,DCT (Optimized),FHD,0.710994,0.380224,174.07,18.3127,0.0779382
1430,DCT (Optimized),FHD,0.711994,0.37888,181.784,18.3022,0.0777582
1430,DCT (Optimized),FHD,0.712994,0.377984,184.975,18.2918,0.0775791
1430,DCT (Optimized),FHD,0.713994,0.378304,182.272,18.2814,0.0774001
1431,DCT (Optimized),FHD,0.714994,0.380928,178.126,18.271,0.0772231
1431,DCT (Optimized),FHD,0.715994,0.378176,185.378,18.2607,0.0770464
1431,DCT (Optimized),FHD,0.716994,0.39312,177.193,18.2503,0.0768708
1431,DCT (Optimized),FHD,0.717994,0.378688,169.857,18.24,0.0766952
1432,DCT (Optimized),FHD,0.718994,0.377696,175.304,18.2296,0.0765205
1432,DCT (Optimized),FHD,0.719994,0.374592,191.188,18.2193,0.0763464
1432,DCT (Optimized),FHD,0.720994,0.380544,179.834,18.209,0.0761719
1432,DCT (Optimized),FHD,0.721994,0.376864,168.966,18.1988,0.0759985
1433,DCT (Optimized),FHD,0.722994,0.377472,187.973,18.1885,0.0758253
1433,DCT (Optimized),FHD,0.723994,0.376832,178.805,18.1782,0.0756523
1433,DCT (Optimized),FHD,0.724994,0.378112,186.03,18.168,0.0754816
1433,DCT (Optimized),FHD,0.725994,0.374784,172.526,18.1578,0.0753113
1434,DCT (Optimized),FHD,0.726994,0.378912,174.166,18.1477,0.0751417
1434,DCT (Optimized),FHD,0.727994,0.375936,184.413,18.1375,0.0749713
1434,DCT (Optimized),FHD,0.728994,0.37824,170.88,18.1273,0.0748022
1434,DCT (Optimized),FHD,0.729994,0.378016,184.169,18.1172,0.0746332
1435,DCT (Optimized),FHD,0.730994,0.378752,180.202,18.107,0.0744654
1435,DCT (Optimized),FHD,0.731994,0.380928,176.243,18.0969,0.0742981
1435,DCT (Optimized),FHD,0.732994,0.37888,179.771,18.0869,0.0741326
1435,DCT (Optimized),FHD,0.733994,0.376832,178.951,18.0768,0.073967
1436,DCT (Optimized),FHD,0.734994,0.37888,169.856,18.0668,0.0738017
1436,DCT (Optimized),FHD,0.735994,0.377728,183.444,18.0568,0.0736371
1436,DCT (Optimized),FHD,0.736994,0.377728,177.065,18.0467,0.0734729
1436,DCT (Optimized),FHD,0.737994,0.378144,183.947,18.0367,0.073309
1437,DCT (Optimized),FHD,0.738994,0.382976,178.539,18.0267,0.0731465
1437,DCT (Optimized),FHD,0.739994,0.377472,175.96,18.0167,0.0729827
1437,DCT (Optimized),FHD,0.740994,0.375776,178.096,18.0068,0.0728203
1437,DCT (Optimized),FHD,0.741994,0.37888,179.377,17.9968,0.0726593
1438,DCT (Optimized),FHD,0.742994,0.3784,170.611,17.9869,0.0724986
1438,DCT (Optimized),FHD,0.743994,0.378496,173.102,17.977,0.0723386
1438,DCT (Optimized),FHD,0.744994,0.3784,178.255,17.9671,0.0721791
1438,DCT (Optimized),FHD,0.745994,0.377088,184.173,17.9573,0.0720211
1439,DCT (Optimized),FHD,0.746994,0.37728,246.224,17.9474,0.0718628
1439,DCT (Optimized),FHD,0.747994,0.376832,236.956,17.9376,0.0717051
1439,DCT (Optimized),FHD,0.748994,0.379168,236.509,17.9277,0.0715474
1439,DCT (Optimized),FHD,0.749994,0.378432,213.897,17.9179,0.0713908
1440,DCT (Optimized),FHD,0.750994,0.378048,176.254,17.9081,0.0712347
1440,DCT (Optimized),FHD,0.751994,0.379136,184.919,17.8984,0.071079
1440,DCT (Optimized),FHD,0.752994,0.37504,187.065,17.8886,0.0709218
1440,DCT (Optimized),FHD,0.753994,0.374784,179.841,17.8788,0.070768
1441,DCT (Optimized),FHD,0.754994,0.3808,182.665,17.8691,0.070614
1441,DCT (Optimized),FHD,0.755994,0.38096,186.963,17.8594,0.0704599
1441,DCT (Optimized),FHD,0.756994,0.377856,172.901,17.8497,0.0703067
1441,DCT (Optimized),FHD,0.757994,0.376,174.189,17.84,0.0701542
1442,DCT (Optimized),FHD,0.758994,0.37808,181.427,17.8303,0.0700017
1442,DCT (Optimized),FHD,0.759994,0.37888,172.919,17.8207,0.0698499
1442,DCT (Optimized),FHD,0.760994,0.374784,180.883,17.8111,0.0696987
1442,DCT (Optimized),FHD,0.761994,0.378656,181.552,17.8014,0.0695475
1443,DCT (Optimized),FHD,0.762994,0.372736,187.739,17.7918,0.0693974
1443,DCT (Optimized),FHD,0.763994,0.377824,193.42,17.7822,0.0692474
1443,DCT (Optimized),FHD,0.764994,0.37856,176.12,17.7726,0.0690979
1443,DCT (Optimized),FHD,0.765994,0.384512,183.971,17.763,0.0689496
1444,DCT (Optimized),FHD,0.766994,0.376608,168.189,17.7535,0.0688019
1444,DCT (Optimized),FHD,0.767994,0.377664,174.856,17.744,0.0686547
1444,DCT (Optimized),FHD,0.768994,0.380928,193.549,17.7345,0.0685082
1444,DCT (Optimized),FHD,0.769994,0.376832,175.295,17.7249,0.0683616
1445,DCT (Optimized),FHD,0.770994,0.379776,173.9,17.7154,0.0682156
1445,DCT (Optimized),FHD,0.771994,0.381952,193.127,17.706,0.0680703
1445,DCT (Optimized),FHD,0.772994,0.375168,181.549,17.6965,0.0679246
1445,DCT (Optimized),FHD,0.773994,0.376832,169.548,17.6871,0.0677805
1446,DCT (Optimized),FHD,0.774994,0.379456,176.559,17.6776,0.0676362
1446,DCT (Optimized),FHD,0.775994,0.381056,171.327,17.6682,0.0674927
1446,DCT (Optimized),FHD,0.776994,0.377056,178.11,17.6588,0.0673493
1446,DCT (Optimized),FHD,0.777994,0.37952,172.876,17.6494,0.0672069
1447,DCT (Optimized),FHD,0.778994,0.380928,171.46,17.64,0.0670645
1447,DCT (Optimized),FHD,0.779994,0.376704,171.269,17.6306,0.0669234
1447,DCT (Optimized),FHD,0.780994,0.375712,181.278,17.6213,0.0667826
1447,DCT (Optimized),FHD,0.781994,0.376544,167.537,17.612,0.0666422
1448,DCT (Optimized),FHD,0.782993,0.379392,176.44,17.6027,0.0665028
1448,DCT (Optimized),FHD,0.783993,0.380448,178.117,17.5934,0.066363
1448,DCT (Optimized),FHD,0.784993,0.38288,173.155,17.5841,0.0662237
1448,DCT (Optimized),FHD,0.785993,0.380704,171.295,17.5748,0.0660848
1449,DCT (Optimized),FHD,0.786993,0.373728,171.914,17.5655,0.0659473
1449,DCT (Optimized),FHD,0.787993,0.381056,177.73,17.5563,0.0658096
1449,DCT (Optimized),FHD,0.788993,0.374912,172.188,17.5471,0.0656727
1449,DCT (Optimized),FHD,0.789993,0.374976,179.096,17.5379,0.065535
1450,DCT (Optimized),FHD,0.790993,0.374784,169.694,17.5286,0.0653974
1450,DCT (Optimized),FHD,0.791993,0.378336,174.577,17.5194,0.0652618
1450,DCT (Optimized),FHD,0.792993,0.37904,178.019,17.5102,0.065126
1450,DCT (Optimized),FHD,0.793993,0.376864,170.972,17.5011,0.0649914
1451,DCT (Optimized),FHD,0.794993,0.379648,174.692,17.4919,0.0648566
1451,DCT (Optimized),FHD,0.795993,0.377248,173.564,17.4828,0.064723
1451,DCT (Optimized),FHD,0.796993,0.382976,170.213,17.4737,0.0645883
1451,DCT (Optimized),FHD,0.797993,0.374784,184.789,17.4646,0.0644553
1452,DCT (Optimized),FHD,0.798993,0.375168,177.922,17.4555,0.0643216
1452,DCT (Optimized),FHD,0.799993,0.378816,178.129,17.4464,0.0641894
1452,DCT (Optimized),FHD,0.800993,0.377824,186.61,17.4374,0.0640573
1452,DCT (Optimized),FHD,0.801993,0.380928,177.818,17.4283,0.0639256
1453,DCT (Optimized),FHD,0.802993,0.377536,180.196,17.4192,0.0637944
1453,DCT (Optimized),FHD,0.803993,0.377376,191.35,17.4102,0.0636629
1453,DCT (Optimized),FHD,0.804993,0.377344,178.089,17.4012,0.063532
1453,DCT (Optimized),FHD,0.805993,0.378336,168.62,17.3922,0.0634032
1454,DCT (Optimized),FHD,0.806993,0.376224,173.893,17.3832,0.0632733
1454,DCT (Optimized),FHD,0.807993,0.37712,169.122,17.3742,0.0631443
1454,DCT (Optimized),FHD,0.808993,0.379616,181.822,17.3653,0.0630162
1454,DCT (Optimized),FHD,0.809993,0.381184,181.566,17.3563,0.0628887
1455,DCT (Optimized),FHD,0.810993,0.374784,177.783,17.3474,0.0627608
1455,DCT (Optimized),FHD,0.811993,0.375904,173.077,17.3385,0.0626335
1455,DCT (Optimized),FHD,0.812993,0.377024,179.879,17.3296,0.0625059
1455,DCT (Optimized),FHD,0.813993,0.375648,176.128,17.3207,0.0623801
1456,DCT (Optimized),FHD,0.814993,0.380544,177.242,17.3118,0.0622543
1456,DCT (Optimized),FHD,0.815993,0.377952,176.454,17.303,0.0621285
1456,DCT (Optimized),FHD,0.816993,0.37632,177.22,17.2941,0.0620031
1456,DCT (Optimized),FHD,0.817993,0.376928,171.486,17.2853,0.0618786
1457,DCT (Optimized),FHD,0.818993,0.37888,181.049,17.2765,0.0617541
1457,DCT (Optimized),FHD,0.819993,0.379648,167.848,17.2677,0.0616301
1457,DCT (Optimized),FHD,0.820993,0.376192,173.539,17.2589,0.061506
1457,DCT (Optimized),FHD,0.821993,0.37888,177.21,17.2501,0.0613826
1458,DCT (Optimized),FHD,0.822993,0.376384,172.051,17.2413,0.0612594
1458,DCT (Optimized),FHD,0.823993,0.376608,177.683,17.2326,0.0611372
1458,DCT (Optimized),FHD,0.824993,0.374784,176.474,17.2239,0.0610152
1458,DCT (Optimized),FHD,0.825993,0.380224,174.284,17.2151,0.0608937
1459,DCT (Optimized),FHD,0.826993,0.382592,210.514,17.2064,0.0607718
1459,DCT (Optimized),FHD,0.827993,0.37568,183.504,17.1977,0.0606515
1459,DCT (Optimized),FHD,0.828993,0.37888,179.505,17.189,0.0605312
1459,DCT (Optimized),FHD,0.829993,0.376832,170.322,17.1804,0.0604112
1460,DCT (Optimized),FHD,0.830993,0.378048,175.647,17.1717,0.0602921
1460,DCT (Optimized),FHD,0.831993,0.378816,171.564,17.1631,0.0601728
1460,DCT (Optimized),FHD,0.832993,0.37904,169.479,17.1544,0.0600538
1460,DCT (Optimized),FHD,0.833993,0.386464,170.144,17.1458,0.0599347
1461,DCT (Optimized),FHD,0.834993,0.380896,174.436,17.1372,0.0598162
1461,DCT (Optimized),FHD,0.835993,0.377216,177.18,17.1286,0.0596987
1461,DCT (Optimized),FHD,0.836993,0.379296,183.231,17.12,0.0595812
1461,DCT (Optimized),FHD,0.837993,0.376832,170.947,17.1114,0.0594643
1462,DCT (Optimized),FHD,0.838993,0.379328,185.849,17.1029,0.0593466
1462,DCT (Optimized),FHD,0.839993,0.37936,172.431,17.0943,0.0592304
1462,DCT (Optimized),FHD,0.840993,0.378208,172.83,17.0858,0.0591153
1462,DCT (Optimized),FHD,0.841993,0.378304,174.35,17.0773,0.0590001
1463,DCT (Optimized),FHD,0.842993,0.37984,180.392,17.0688,0.0588847
1463,DCT (Optimized),FHD,0.843993,0.377952,179.654,17.0603,0.0587701
1463,DCT (Optimized),FHD,0.844993,0.376736,173.655,17.0518,0.0586563
1463,DCT (Optimized),FHD,0.845993,0.382976,171.436,17.0433,0.0585416
1464,DCT (Optimized),FHD,0.846993,0.376736,183.279,17.0348,0.0584278
1464,DCT (Optimized),FHD,0.847993,0.37888,170.266,17.0264,0.0583142
1464,DCT (Optimized),FHD,0.848993,0.380928,175.042,17.018,0.0582012
1464,DCT (Optimized),FHD,0.849993,0.376864,170.16,17.0096,0.0580884
1465,DCT (Optimized),FHD,0.850993,0.374016,174.853,17.0011,0.0579758
1465,DCT (Optimized),FHD,0.851993,0.382976,174.798,16.9928,0.0578644
1465,DCT (Optimized),FHD,0.852993,0.376384,175.651,16.9844,0.0577521
1465,DCT (Optimized),FHD,0.853993,0.377568,178.511,16.976,0.0576411
1466,DCT (Optimized),FHD,0.854993,0.379872,176.562,16.9677,0.0575302
1466,DCT (Optimized),FHD,0.855993,0.38064,173.866,16.9593,0.0574199
1466,DCT (Optimized),FHD,0.856993,0.375712,189.334,16.951,0.0573098
1466,DCT (Optimized),FHD,0.857993,0.374976,169.571,16.9427,0.0571997
1467,DCT (Optimized),FHD,0.858993,0.378944,181.866,16.9343,0.0570897
1467,DCT (Optimized),FHD,0.859993,0.377152,184.48,16.926,0.0569798
1467,DCT (Optimized),FHD,0.860992,0.375104,179.039,16.9177,0.0568704
1467,DCT (Optimized),FHD,0.861992,0.37664,171.717,16.9094,0.0567621
1468,DCT (Optimized),FHD,0.862992,0.374784,171.158,16.9012,0.0566542
1468,DCT (Optimized),FHD,0.863992,0.375296,171.538,16.893,0.0565468
1468,DCT (Optimized),FHD,0.864992,0.379968,177.06,16.8847,0.0564394
1468,DCT (Optimized),FHD,0.865992,0.37504,179.587,16.8765,0.0563326
1469,DCT (Optimized),FHD,0.866992,0.377536,172.031,16.8683,0.0562255
1469,DCT (Optimized),FHD,0.867992,0.374784,177.576,16.8601,0.0561186
1469,DCT (Optimized),FHD,0.868992,0.376832,172.506,16.8519,0.0560126
1469,DCT (Optimized),FHD,0.869992,0.377376,173.253,16.8437,0.0559069
1470,DCT (Optimized),FHD,0.870992,0.387072,177.341,16.8355,0.0558022
1470,DCT (Optimized),FHD,0.871992,0.37888,174.196,16.8274,0.0556974
1470,DCT (Optimized),FHD,0.872992,0.37968,172.951,16.8193,0.0555921
1470,DCT (Optimized),FHD,0.873992,0.37888,180.37,16.8111,0.0554877
1471,DCT (Optimized),FHD,0.874992,0.37936,178.947,16.803,0.0553835
1471,DCT (Optimized),FHD,0.875992,0.376832,172.369,16.7948,0.0552789
1471,DCT (Optimized),FHD,0.876992,0.377472,173.732,16.7867,0.0551754
1471,DCT (Optimized),FHD,0.877992,0.374016,178.329,16.7787,0.0550716
1472,DCT (Optimized),FHD,0.878992,0.381248,170.3,16.7706,0.0549686
1472,DCT (Optimized),FHD,0.879992,0.381056,171.233,16.7625,0.0548659
1472,DCT (Optimized),FHD,0.880992,0.380608,181.329,16.7545,0.054764
1472,DCT (Optimized),FHD,0.881992,0.375872,172.477,16.7465,0.0546618
1473,DCT (Optimized),FHD,0.882992,0.380928,176.444,16.7384,0.0545604
1473,DCT (Optimized),FHD,0.883992,0.382528,176.271,16.7304,0.0544589
1473,DCT (Optimized),FHD,0.884992,0.378272,172.11,16.7224,0.0543582
1473,DCT (Optimized),FHD,0.885992,0.37888,183.605,16.7144,0.0542569
1474,DCT (Optimized),FHD,0.886992,0.38016,172.294,16.7064,0.0541554
1474,DCT (Optimized),FHD,0.887992,0.378464,170.301,16.6983,0.0540547
1474,DCT (Optimized),FHD,0.888992,0.380928,171.874,16.6904,0.053955
1474,DCT (Optimized),FHD,0.889992,0.376608,175.428,16.6825,0.0538561
1475,DCT (Optimized),FHD,0.890992,0.376672,175.392,16.6746,0.0537566
1475,DCT (Optimized),FHD,0.891992,0.377152,171.495,16.6666,0.0536574
1475,DCT (Optimized),FHD,0.892992,0.378784,232.296,16.6587,0.0535592
1475,DCT (Optimized),FHD,0.893992,0.378816,246.694,16.6508,0.0534613
1476,DCT (Optimized),FHD,0.894992,0.381408,207.456,16.6429,0.0533633
1476,DCT (Optimized),FHD,0.895992,0.3816,192.626,16.635,0.0532653
1476,DCT (Optimized),FHD,0.896992,0.378176,170.279,16.6271,0.0531677
1476,DCT (Optimized),FHD,0.897992,0.376832,176.206,16.6193,0.0530705
1477,DCT (Optimized),FHD,0.898992,0.38048,180.597,16.6114,0.0529737
1477,DCT (Optimized),FHD,0.899992,0.379584,169.781,16.6036,0.0528775
1477,DCT (Optimized),FHD,0.900992,0.374784,176.612,16.5957,0.0527803
1477,DCT (Optimized),FHD,0.901992,0.377376,192.273,16.5879,0.0526841
1478,DCT (Optimized),FHD,0.902992,0.380896,182.45,16.5801,0.052588
1478,DCT (Optimized),FHD,0.903992,0.380832,169.186,16.5723,0.0524923
1478,DCT (Optimized),FHD,0.904992,0.376832,171.798,16.5645,0.0523973
1478,DCT (Optimized),FHD,0.905992,0.378464,176.274,16.5567,0.0523021
1479,DCT (Optimized),FHD,0.906992,0.374912,179.915,16.549,0.0522077
1479,DCT (Optimized),FHD,0.907992,0.380512,169.223,16.5411,0.0521126
1479,DCT (Optimized),FHD,0.908992,0.376832,197.414,16.5334,0.0520187
1479,DCT (Optimized),FHD,0.909992,0.378432,171.739,16.5257,0.051925
1480,DCT (Optimized),FHD,0.910992,0.37888,170.266,16.518,0.0518318
1480,DCT (Optimized),FHD,0.911992,0.37888,170.061,16.5102,0.0517385
1480,DCT (Optimized),FHD,0.912992,0.376832,172.496,16.5025,0.0516457
1480,DCT (Optimized),FHD,0.913992,0.37872,172.605,16.4948,0.0515525
1481,DCT (Optimized),FHD,0.914992,0.378336,182.962,16.4872,0.05146
1481,DCT (Optimized),FHD,0.915992,0.383776,183.838,16.4795,0.0513685
1481,DCT (Optimized),FHD,0.916992,0.377696,174.414,16.4718,0.0512769
1481,DCT (Optimized),FHD,0.917992,0.376608,203.505,16.4642,0.0511851
1482,DCT (Optimized),FHD,0.918992,0.38064,167.12,16.4565,0.0510935
1482,DCT (Optimized),FHD,0.919992,0.380064,177.398,16.4489,0.0510027
1482,DCT (Optimized),FHD,0.920992,0.37712,177.385,16.4413,0.0509119
1482,DCT (Optimized),FHD,0.921992,0.37888,171.019,16.4337,0.0508215
1483,DCT (Optimized),FHD,0.922992,0.385536,176.478,16.4261,0.0507316
1483,DCT (Optimized),FHD,0.923992,0.386944,186.385,16.4185,0.0506407
1483,DCT (Optimized),FHD,0.924992,0.380384,171.636,16.4109,0.0505513
1483,DCT (Optimized),FHD,0.925992,0.383136,171.84,16.4034,0.0504616
1484,DCT (Optimized),FHD,0.926992,0.376608,184.229,16.3958,0.0503728
1484,DCT (Optimized),FHD,0.927992,0.38144,168.133,16.3883,0.0502844
1484,DCT (Optimized),FHD,0.928992,0.376832,173.42,16.3807,0.0501952
1484,DCT (Optimized),FHD,0.929992,0.378752,181.695,16.3732,0.0501071
1485,DCT (Optimized),FHD,0.930992,0.37888,173.239,16.3657,0.0500186
1485,DCT (Optimized),FHD,0.931992,0.37648,173.982,16.3582,0.0499306
1485,DCT (Optimized),FHD,0.932992,0.380928,176.651,16.3507,0.0498431
1485,DCT (Optimized),FHD,0.933992,0.37888,177.783,16.3432,0.0497553
1486,DCT (Optimized),FHD,0.934992,0.377088,171.17,16.3357,0.049668
1486,DCT (Optimized),FHD,0.935992,0.381408,174.411,16.3283,0.0495809
1486,DCT (Optimized),FHD,0.936992,0.380928,172.622,16.3208,0.049494
1486,DCT (Optimized),FHD,0.937991,0.378304,180.205,16.3133,0.0494073
1487,DCT (Optimized),FHD,0.938991,0.37888,169.889,16.3059,0.0493204
1487,DCT (Optimized),FHD,0.939991,0.377888,182.779,16.2984,0.0492345
1487,DCT (Optimized),FHD,0.940991,0.377312,174.546,16.2911,0.0491495
1487,DCT (Optimized),FHD,0.941991,0.377312,174.047,16.2837,0.0490642
1488,DCT (Optimized),FHD,0.942991,0.380512,172.475,16.2763,0.0489791
1488,DCT (Optimized),FHD,0.943991,0.376832,172.771,16.2689,0.0488937
1488,DCT (Optimized),FHD,0.944991,0.380672,174.122,16.2615,0.0488095
1488,DCT (Optimized),FHD,0.945991,0.379616,171.964,16.2542,0.0487251
1489,DCT (Optimized),FHD,0.946991,0.376832,168.925,16.2468,0.0486408
1489,DCT (Optimized),FHD,0.947991,0.381056,182.764,16.2395,0.048557
1489,DCT (Optimized),FHD,0.948991,0.375296,173.979,16.2321,0.0484731
1489,DCT (Optimized),FHD,0.949991,0.381664,174.261,16.2248,0.0483895
1490,DCT (Optimized),FHD,0.950991,0.376864,170.472,16.2175,0.048306
1490,DCT (Optimized),FHD,0.951991,0.376576,179.371,16.2102,0.0482231
1490,DCT (Optimized),FHD,0.952991,0.376832,173.526,16.2029,0.0481403
1490,DCT (Optimized),FHD,0.953991,0.378592,178.743,16.1956,0.0480575
1491,DCT (Optimized),FHD,0.954991,0.380928,168.46,16.1883,0.0479753
1491,DCT (Optimized),FHD,0.955991,0.376672,172.781,16.181,0.0478931
1491,DCT (Optimized),FHD,0.956991,0.377728,175.173,16.1738,0.0478116
1491,DCT (Optimized),FHD,0.957991,0.37744,169.348,16.1665,0.0477307
1492,DCT (Optimized),FHD,0.958991,0.376832,181.453,16.1593,0.0476496
1492,DCT (Optimized),FHD,0.959991,0.377216,171.051,16.1521,0.0475683
1492,DCT (Optimized),FHD,0.960991,0.377056,191.155,16.1449,0.0474877
1492,DCT (Optimized),FHD,0.961991,0.377696,170.953,16.1377,0.0474073
1493,DCT (Optimized),FHD,0.962991,0.378496,167.181,16.1305,0.0473268
1493,DCT (Optimized),FHD,0.963991,0.376928,184.609,16.1233,0.0472463
1493,DCT (Optimized),FHD,0.964991,0.377888,171.143,16.1161,0.0471663
1493,DCT (Optimized),FHD,0.965991,0.37888,175.011,16.1089,0.0470864
1494,DCT (Optimized),FHD,0.966991,0.378528,171.932,16.1018,0.0470073
1494,DCT (Optimized),FHD,0.967991,0.378976,169.025,16.0946,0.0469286
1494,DCT (Optimized),FHD,0.968991,0.378208,173.868,16.0875,0.046849
1494,DCT (Optimized),FHD,0.969991,0.37888,170.979,16.0803,0.0467695
1495,DCT (Optimized),FHD,0.970991,0.3768,180.42,16.0732,0.0466908
1495,DCT (Optimized),FHD,0.971991,0.376288,189.563,16.0661,0.0466116
1495,DCT (Optimized),FHD,0.972991,0.38128,175.07,16.059,0.0465332
1495,DCT (Optimized),FHD,0.973991,0.37888,176.622,16.0519,0.046455
1496,DCT (Optimized),FHD,0.974991,0.37888,171.902,16.0448,0.0463772
1496,DCT (Optimized),FHD,0.975991,0.380928,172.949,16.0377,0.0463
1496,DCT (Optimized),FHD,0.976991,0.37888,175.01,16.0307,0.0462228
1496,DCT (Optimized),FHD,0.977991,0.380512,175.087,16.0236,0.0461455
1497,DCT (Optimized),FHD,0.978991,0.379424,176.439,16.0166,0.0460684
1497,DCT (Optimized),FHD,0.979991,0.383936,171.139,16.0095,0.0459917
1497,DCT (Optimized),FHD,0.980991,0.374688,190.209,16.0025,0.045915
1497,DCT (Optimized),FHD,0.981991,0.374336,168.263,15.9955,0.0458387
1498,DCT (Optimized),FHD,0.982991,0.37888,174.279,15.9885,0.0457631
1498,DCT (Optimized),FHD,0.983991,0.381504,179.078,15.9815,0.045687
1498,DCT (Optimized),FHD,0.984991,0.37936,170.219,15.9745,0.0456112
1498,DCT (Optimized),FHD,0.985991,0.378592,171.799,15.9675,0.0455361
1499,DCT (Optimized),FHD,0.986991,0.37664,171.199,15.9606,0.045461
1499,DCT (Optimized),FHD,0.987991,0.377952,173.233,15.9536,0.0453858
1499,DCT (Optimized),FHD,0.988991,0.37792,183.29,15.9467,0.0453109
1499,DCT (Optimized),FHD,0.989991,0.382272,170.207,15.9397,0.0452362
1500,DCT (Optimized),FHD,0.990991,0.376832,173.603,15.9328,0.0451616
1500,DCT (Optimized),FHD,0.991991,0.377248,179.856,15.9258,0.0450878
1500,DCT (Optimized),FHD,0.992991,0.382176,173.443,15.9189,0.0450136
1500,DCT (Optimized),FHD,0.993991,0.374976,168.733,15.912,0.04494
1501,DCT (Optimized),FHD,0.994991,0.379264,172.504,15.9051,0.0448662
1501,DCT (Optimized),FHD,0.995991,0.382976,164.809,15.8982,0.044793
1501,DCT (Optimized),FHD,0.996991,0.378368,179.526,15.8914,0.0447199
1501,DCT (Optimized),FHD,0.997991,0.378496,170.138,15.8845,0.0446472
1502,DCT (Optimized),FHD,0.998991,0.37888,168.795,15.8776,0.044574
1502,DCT (Optimized),FHD,0.999991,0.377344,170.531,15.8708,0.0445018
1502,DWT (Optimized),FHD,0,0.372992,178.918,76.014,0.99999
1502,DWT (Optimized),FHD,0.001,0.373088,168.459,69.6275,0.999956
1503,DWT (Optimized),FHD,0.002,0.37216,169.049,67.1018,0.999919
